id_produksi;tanggal;nama_produk;kategori_produk;rating;jumlah_produksi;produk_sempurna;jumlah_cacat;waktu_produksi;penjualan;cabang;Tahun
772;21/02/2021;Love Beauty & Planet;1;2;457;445;12;7;Tidak Terjual;1;4
773;22/02/2021;Pepsodent;1;2;528;526;2;8;Terjual;5;3
774;23/02/2021;Pond's;1;4;499;491;8;5;Terjual;1;4
775;24/02/2021;Pond's Men;1;5;590;568;22;8;Terjual;1;2
776;25/02/2021;Sunsilk;1;4;618;617;1;7;Terjual;1;6
777;26/02/2021;TRESemme;1;2;658;631;27;5;Terjual;1;6
778;27/02/2021;Unilever Professional;1;5;423;399;24;5;Terjual;1;1
779;28/02/2021;Vaseline Men;1;3;675;654;21;5;Terjual;5;4
780;01/03/2021;St. Ives;2;4;411;385;26;8;Terjual;4;6
781;02/03/2021;AXE;2;2;483;477;6;7;Terjual;4;5
782;03/03/2021;Close Up;2;2;643;620;23;8;Terjual;4;3
783;04/03/2021;Dove;2;3;639;634;5;8;Terjual;2;1
784;05/03/2021;LUX;2;4;720;704;16;6;Terjual;3;2
785;06/03/2021;Rexona;2;4;666;649;17;7;Terjual;5;5
786;07/03/2021;Lifebuoy;2;2;667;637;30;5;Terjual;4;1
787;08/03/2021;Cif;3;3;738;712;26;6;Terjual;2;4
788;09/03/2021;Molto;3;2;403;374;29;6;Terjual;5;5
789;10/03/2021;Rinso;3;4;689;663;26;5;Terjual;2;2
790;11/03/2021;Sunlight;3;5;516;514;2;5;Terjual;3;1
791;12/03/2021;Super Pell;3;3;663;637;26;6;Terjual;1;1
792;13/03/2021;Vixall;3;2;705;681;24;5;Terjual;2;1
793;14/03/2021;Wipol;3;5;677;654;23;7;Terjual;3;5
794;15/03/2021;Bango;4;4;646;623;23;7;Terjual;4;1
795;16/03/2021;Buavita;4;2;730;711;19;5;Terjual;2;4
796;17/03/2021;Hellmann's;4;4;545;541;4;7;Terjual;2;3
797;18/03/2021;Jawara;4;2;456;442;14;5;Terjual;3;3
798;19/03/2021;Knorr;4;5;717;706;11;8;Terjual;5;2
799;20/03/2021;Lipton;4;2;798;795;3;5;Terjual;2;5
800;21/03/2021;Royco;4;2;736;719;17;6;Tidak Terjual;2;6
801;22/03/2021;SariWangi;4;5;458;437;21;6;Terjual;1;5
802;23/03/2021;TheVegetarianButcher;4;2;547;536;11;8;Terjual;4;2
803;24/03/2021;Cornetto;5;2;571;563;8;8;Terjual;2;4
804;25/03/2021;Feast;5;4;706;677;29;5;Terjual;4;5
805;26/03/2021;Magnum;5;3;598;589;9;8;Terjual;5;1
806;27/03/2021;Paddle Pop;5;2;448;433;15;7;Terjual;5;4
807;28/03/2021;Populaire;5;3;406;394;12;8;Terjual;4;2
808;29/03/2021;Seru;5;4;661;644;17;7;Terjual;3;3
809;30/03/2021;Viennetta;5;5;528;507;21;6;Terjual;1;4
810;31/03/2021;Wall's;5;4;648;632;16;8;Terjual;3;2
811;01/04/2021;Citra;1;2;445;422;23;8;Terjual;4;5
812;02/04/2021;Clear;1;3;583;561;22;5;Terjual;2;6
813;03/04/2021;Clean Men;1;5;714;687;27;8;Terjual;3;2
814;04/04/2021;Simple;1;3;477;466;11;6;Terjual;5;3
815;05/04/2021;Zwitsal;1;3;763;748;15;7;Terjual;3;6
816;06/04/2021;Glow & Lovely;1;4;551;522;29;8;Terjual;5;6
817;07/04/2021;Love Beauty & Planet;1;5;734;719;15;6;Terjual;1;3
818;08/04/2021;Pepsodent;1;5;642;637;5;6;Terjual;2;4
819;09/04/2021;Pond's;1;4;406;397;9;5;Terjual;5;3
820;10/04/2021;Pond's Men;1;2;790;789;1;6;Terjual;3;1
821;11/04/2021;Sunsilk;1;3;602;588;14;6;Terjual;1;2
822;12/04/2021;TRESemme;1;3;775;772;3;6;Terjual;4;3
823;13/04/2021;Unilever Professional;1;2;447;424;23;8;Terjual;2;1
824;14/04/2021;Vaseline Men;1;3;750;742;8;8;Terjual;2;6
825;15/04/2021;St. Ives;2;3;614;586;28;6;Terjual;3;6
826;16/04/2021;AXE;2;5;674;673;1;7;Terjual;1;5
827;17/04/2021;Close Up;2;2;566;557;9;8;Terjual;3;1
828;18/04/2021;Dove;2;3;506;497;9;6;Terjual;1;3
829;19/04/2021;LUX;2;4;702;681;21;6;Terjual;2;1
830;20/04/2021;Rexona;2;2;556;552;4;5;Terjual;4;3
831;21/04/2021;Lifebuoy;2;5;758;729;29;5;Terjual;3;2
832;22/04/2021;Cif;3;2;558;537;21;6;Terjual;5;6
833;23/04/2021;Molto;3;5;478;449;29;8;Terjual;1;1
834;24/04/2021;Rinso;3;3;652;640;12;6;Terjual;2;4
835;25/04/2021;Sunlight;3;5;752;741;11;5;Terjual;4;6
836;26/04/2021;Super Pell;3;3;439;430;9;8;Terjual;3;2
837;27/04/2021;Vixall;3;3;400;390;10;8;Terjual;2;4
838;28/04/2021;Wipol;3;5;786;772;14;7;Terjual;3;6
839;29/04/2021;Bango;4;3;736;728;8;6;Terjual;2;1
840;30/04/2021;Buavita;4;5;747;740;7;8;Terjual;3;6
841;01/05/2021;Hellmann's;4;5;790;783;7;5;Terjual;5;3
842;02/05/2021;Jawara;4;2;403;386;17;6;Terjual;1;6
843;03/05/2021;Knorr;4;5;467;442;25;6;Terjual;5;1
844;04/05/2021;Lipton;4;5;792;775;17;7;Terjual;2;4
845;05/05/2021;Royco;4;4;736;734;2;7;Terjual;1;5
846;06/05/2021;SariWangi;4;5;553;550;3;5;Tidak Terjual;3;2
847;07/05/2021;TheVegetarianButcher;4;3;648;639;9;6;Terjual;4;4
848;08/05/2021;Cornetto;5;2;697;694;3;8;Terjual;1;3
849;09/05/2021;Feast;5;4;561;556;5;6;Terjual;4;3
850;10/05/2021;Magnum;5;3;755;744;11;6;Terjual;5;2
851;11/05/2021;Paddle Pop;5;2;517;510;7;7;Terjual;5;4
852;12/05/2021;Populaire;5;2;657;644;13;7;Terjual;4;1
853;13/05/2021;Seru;5;2;417;410;7;6;Terjual;5;3
854;14/05/2021;Viennetta;5;5;587;585;2;7;Terjual;2;5
855;15/05/2021;Wall's;5;5;748;725;23;6;Terjual;4;1
856;16/05/2021;Citra;1;5;568;553;15;5;Terjual;5;3
857;17/05/2021;Clear;1;3;458;444;14;7;Terjual;5;4
858;18/05/2021;Clean Men;1;5;653;642;11;5;Terjual;5;4
859;19/05/2021;Simple;1;4;736;717;19;7;Terjual;1;4
860;20/05/2021;Zwitsal;1;2;565;543;22;7;Terjual;5;4
861;21/05/2021;Glow & Lovely;1;3;798;797;1;6;Terjual;5;2
862;22/05/2021;Love Beauty & Planet;1;3;715;698;17;7;Terjual;2;3
863;23/05/2021;Pepsodent;1;2;514;512;2;6;Terjual;4;2
864;24/05/2021;Pond's;1;3;719;699;20;5;Terjual;3;6
865;25/05/2021;Pond's Men;1;3;435;416;19;7;Terjual;4;4
866;26/05/2021;Sunsilk;1;4;529;517;12;5;Terjual;3;4
867;27/05/2021;TRESemme;1;5;757;733;24;7;Terjual;2;4
868;28/05/2021;Unilever Professional;1;2;427;426;1;8;Terjual;1;4
869;29/05/2021;Vaseline Men;1;3;579;577;2;8;Terjual;3;3
870;30/05/2021;St. Ives;2;5;468;442;26;8;Terjual;5;3
871;31/05/2021;AXE;2;2;415;406;9;5;Terjual;3;3
872;01/06/2021;Close Up;2;4;569;559;10;5;Terjual;2;1
873;02/06/2021;Dove;2;5;573;563;10;6;Terjual;1;6
874;03/06/2021;LUX;2;2;444;418;26;5;Terjual;5;6
875;04/06/2021;Rexona;2;3;518;491;27;6;Terjual;2;6
876;05/06/2021;Lifebuoy;2;2;544;543;1;6;Terjual;4;6
877;06/06/2021;Cif;3;2;682;679;3;7;Terjual;3;1
878;07/06/2021;Molto;3;4;767;753;14;5;Terjual;2;2
879;08/06/2021;Rinso;3;5;780;774;6;8;Tidak Terjual;3;1
880;09/06/2021;Sunlight;3;3;727;717;10;8;Terjual;3;1
881;10/06/2021;Super Pell;3;5;715;701;14;5;Terjual;2;1
882;11/06/2021;Vixall;3;5;438;421;17;7;Terjual;3;4
883;12/06/2021;Wipol;3;3;426;408;18;5;Terjual;3;3
884;13/06/2021;Bango;4;2;721;708;13;8;Terjual;1;3
885;14/06/2021;Buavita;4;2;770;745;25;7;Terjual;1;2
886;15/06/2021;Hellmann's;4;3;778;756;22;5;Terjual;2;1
887;16/06/2021;Jawara;4;4;428;405;23;7;Terjual;5;3
888;17/06/2021;Knorr;4;2;480;473;7;6;Terjual;4;3
889;18/06/2021;Lipton;4;4;465;461;4;5;Terjual;3;6
890;19/06/2021;Royco;4;4;792;783;9;6;Terjual;4;1
891;20/06/2021;SariWangi;4;2;598;574;24;8;Terjual;1;4
892;21/06/2021;TheVegetarianButcher;4;4;422;421;1;6;Terjual;3;4
893;22/06/2021;Cornetto;5;5;438;432;6;8;Terjual;3;1
894;23/06/2021;Feast;5;4;531;519;12;6;Terjual;1;6
895;24/06/2021;Magnum;5;3;475;447;28;8;Tidak Terjual;1;4
896;25/06/2021;Paddle Pop;5;3;763;741;22;7;Terjual;5;3
897;26/06/2021;Populaire;5;5;489;469;20;5;Terjual;1;3
898;27/06/2021;Seru;5;3;505;493;12;8;Terjual;1;4
899;28/06/2021;Viennetta;5;3;468;460;8;8;Terjual;3;4
900;29/06/2021;Wall's;5;5;675;665;10;8;Terjual;3;1
901;30/06/2021;Citra;1;5;606;576;30;8;Terjual;2;4
902;01/07/2021;Clear;1;4;404;395;9;8;Terjual;2;4
903;02/07/2021;Clean Men;1;5;693;688;5;5;Terjual;4;1
904;03/07/2021;Simple;1;5;713;698;15;7;Terjual;2;3
905;04/07/2021;Zwitsal;1;4;410;384;26;6;Terjual;3;5
906;05/07/2021;Glow & Lovely;1;5;552;522;30;5;Terjual;4;4
907;06/07/2021;Love Beauty & Planet;1;5;691;682;9;5;Terjual;1;5
908;07/07/2021;Pepsodent;1;4;488;460;28;7;Terjual;3;1
909;08/07/2021;Pond's;1;4;790;788;2;5;Terjual;3;1
910;09/07/2021;Pond's Men;1;5;741;739;2;6;Terjual;3;2
911;10/07/2021;Sunsilk;1;4;728;716;12;7;Terjual;1;6
912;11/07/2021;TRESemme;1;3;780;771;9;6;Terjual;2;5
913;12/07/2021;Unilever Professional;1;2;462;460;2;5;Terjual;3;2
914;13/07/2021;Vaseline Men;1;2;549;527;22;7;Terjual;1;6
915;14/07/2021;St. Ives;2;5;636;621;15;7;Terjual;4;6
916;15/07/2021;AXE;2;5;794;792;2;6;Terjual;3;4
917;16/07/2021;Close Up;2;5;544;526;18;7;Terjual;5;3
918;17/07/2021;Dove;2;5;600;599;1;8;Terjual;2;3
919;18/07/2021;LUX;2;3;417;396;21;8;Tidak Terjual;2;5
920;19/07/2021;Rexona;2;4;687;671;16;7;Terjual;2;3
921;20/07/2021;Lifebuoy;2;4;773;758;15;6;Terjual;4;1
922;21/07/2021;Cif;3;5;782;755;27;5;Terjual;5;6
923;22/07/2021;Molto;3;4;691;668;23;7;Terjual;5;1
924;23/07/2021;Rinso;3;5;442;433;9;5;Terjual;3;5
925;24/07/2021;Sunlight;3;3;558;554;4;5;Terjual;3;5
926;25/07/2021;Super Pell;3;4;563;551;12;5;Terjual;3;5
927;26/07/2021;Vixall;3;5;649;624;25;6;Terjual;2;5
928;27/07/2021;Wipol;3;4;440;424;16;7;Terjual;1;3
929;28/07/2021;Bango;4;3;573;548;25;6;Terjual;2;6
930;29/07/2021;Buavita;4;5;424;405;19;8;Tidak Terjual;3;2
931;30/07/2021;Hellmann's;4;2;798;785;13;5;Terjual;1;6
932;31/07/2021;Jawara;4;3;769;756;13;8;Terjual;4;5
933;01/08/2021;Knorr;4;5;444;430;14;6;Tidak Terjual;2;6
934;02/08/2021;Lipton;4;2;539;512;27;6;Terjual;2;3
935;03/08/2021;Royco;4;2;735;722;13;8;Terjual;1;1
936;04/08/2021;SariWangi;4;3;615;614;1;6;Terjual;4;1
937;05/08/2021;TheVegetarianButcher;4;2;655;652;3;5;Terjual;4;2
938;06/08/2021;Cornetto;5;4;408;388;20;8;Terjual;1;2
939;07/08/2021;Feast;5;5;465;451;14;8;Terjual;2;2
940;08/08/2021;Magnum;5;5;443;438;5;6;Terjual;5;1
941;09/08/2021;Paddle Pop;5;2;718;711;7;8;Terjual;5;6
942;10/08/2021;Populaire;5;2;542;537;5;5;Terjual;5;2
943;11/08/2021;Seru;5;3;782;758;24;5;Terjual;1;2
944;12/08/2021;Viennetta;5;2;763;734;29;8;Terjual;2;3
945;13/08/2021;Wall's;5;5;599;584;15;8;Terjual;5;3
946;14/08/2021;Citra;1;4;777;768;9;8;Terjual;5;2
947;15/08/2021;Clear;1;5;466;439;27;6;Terjual;4;1
948;16/08/2021;Clean Men;1;5;744;731;13;5;Terjual;2;2
949;17/08/2021;Simple;1;3;798;789;9;6;Terjual;1;1
950;18/08/2021;Zwitsal;1;3;753;744;9;7;Terjual;4;1
951;19/08/2021;Glow & Lovely;1;2;432;430;2;5;Terjual;2;2
952;20/08/2021;Love Beauty & Planet;1;4;559;543;16;8;Terjual;2;3
953;21/08/2021;Pepsodent;1;2;620;615;5;7;Terjual;4;3
954;22/08/2021;Pond's;1;2;489;482;7;7;Terjual;4;5
955;23/08/2021;Pond's Men;1;3;675;662;13;7;Terjual;3;2
956;24/08/2021;Sunsilk;1;4;417;411;6;7;Terjual;3;4
957;25/08/2021;TRESemme;1;2;782;777;5;8;Terjual;4;5
958;26/08/2021;Unilever Professional;1;2;702;694;8;6;Terjual;1;6
959;27/08/2021;Vaseline Men;1;2;455;444;11;8;Terjual;3;3
960;28/08/2021;St. Ives;2;4;770;767;3;8;Terjual;2;2
961;29/08/2021;AXE;2;4;757;752;5;8;Terjual;1;6
962;30/08/2021;Close Up;2;2;775;771;4;5;Terjual;4;2
963;31/08/2021;Dove;2;3;466;464;2;8;Terjual;2;5
964;01/09/2021;LUX;2;2;401;378;23;5;Terjual;4;2
965;02/09/2021;Rexona;2;5;705;699;6;6;Terjual;5;4
966;03/09/2021;Lifebuoy;2;5;560;533;27;7;Terjual;5;6
967;04/09/2021;Cif;3;5;485;480;5;7;Terjual;5;5
968;05/09/2021;Molto;3;5;447;438;9;8;Terjual;1;6
969;06/09/2021;Rinso;3;5;470;468;2;6;Terjual;2;1
970;07/09/2021;Sunlight;3;3;471;441;30;8;Terjual;1;4
971;08/09/2021;Super Pell;3;5;417;406;11;6;Terjual;4;5
972;09/09/2021;Vixall;3;4;774;766;8;5;Terjual;4;4
973;10/09/2021;Wipol;3;3;423;401;22;8;Terjual;5;5
974;11/09/2021;Bango;4;2;456;439;17;5;Terjual;2;4
975;12/09/2021;Buavita;4;3;660;641;19;5;Terjual;4;1
976;13/09/2021;Hellmann's;4;5;460;437;23;6;Terjual;1;5
977;14/09/2021;Jawara;4;2;493;471;22;6;Terjual;1;1
978;15/09/2021;Knorr;4;5;589;568;21;7;Tidak Terjual;1;6
979;16/09/2021;Lipton;4;4;454;453;1;6;Terjual;5;3
980;17/09/2021;Royco;4;4;789;768;21;5;Terjual;2;3
981;18/09/2021;SariWangi;4;2;534;525;9;7;Terjual;3;4
982;19/09/2021;TheVegetarianButcher;4;5;422;396;26;5;Terjual;5;2
983;20/09/2021;Cornetto;5;5;686;672;14;7;Terjual;5;4
984;21/09/2021;Feast;5;2;664;640;24;6;Terjual;3;5
985;22/09/2021;Magnum;5;2;715;695;20;6;Terjual;5;1
986;23/09/2021;Paddle Pop;5;5;521;497;24;8;Terjual;1;2
987;24/09/2021;Populaire;5;5;788;779;9;5;Terjual;1;1
988;25/09/2021;Seru;5;4;720;699;21;7;Tidak Terjual;3;3
989;26/09/2021;Viennetta;5;2;733;706;27;8;Terjual;2;5
990;27/09/2021;Wall's;5;3;737;710;27;7;Terjual;1;4
991;28/09/2021;Citra;1;5;496;492;4;8;Terjual;4;1
992;29/09/2021;Clear;1;3;541;527;14;5;Terjual;5;4
993;30/09/2021;Clean Men;1;5;756;755;1;7;Terjual;5;3
994;01/10/2021;Simple;1;3;773;760;13;7;Terjual;3;3
995;02/10/2021;Zwitsal;1;2;469;463;6;5;Terjual;5;5
996;03/10/2021;Glow & Lovely;1;5;618;612;6;8;Terjual;3;5
997;04/10/2021;Love Beauty & Planet;1;2;489;464;25;8;Terjual;1;4
998;05/10/2021;Pepsodent;1;5;512;500;12;7;Terjual;2;1
999;06/10/2021;Pond's;1;3;705;696;9;6;Terjual;3;2
1000;07/10/2021;Pond's Men;1;2;613;592;21;8;Terjual;3;3
1001;08/10/2021;Sunsilk;1;2;577;565;12;6;Terjual;5;6
1002;09/10/2021;TRESemme;1;4;587;573;14;5;Terjual;4;4
1003;10/10/2021;Unilever Professional;1;2;507;483;24;7;Terjual;5;5
1004;11/10/2021;Vaseline Men;1;3;539;513;26;5;Terjual;2;3
1005;12/10/2021;St. Ives;2;5;469;441;28;8;Terjual;3;2
1006;13/10/2021;AXE;2;3;411;407;4;6;Terjual;5;1
1007;14/10/2021;Close Up;2;5;442;413;29;8;Terjual;3;2
1008;15/10/2021;Dove;2;4;426;403;23;7;Terjual;4;2
1009;16/10/2021;LUX;2;3;621;601;20;5;Terjual;4;4
1010;17/10/2021;Rexona;2;5;673;644;29;8;Terjual;1;5
1011;18/10/2021;Lifebuoy;2;5;671;670;1;8;Terjual;3;4
1012;19/10/2021;Cif;3;2;638;633;5;7;Terjual;3;2
1013;20/10/2021;Molto;3;5;517;507;10;6;Terjual;3;4
1014;21/10/2021;Rinso;3;3;743;715;28;7;Terjual;2;4
1015;22/10/2021;Sunlight;3;4;792;768;24;5;Tidak Terjual;2;6
1016;23/10/2021;Super Pell;3;4;438;420;18;7;Terjual;3;1
1017;24/10/2021;Vixall;3;2;470;461;9;8;Terjual;4;3
1018;25/10/2021;Wipol;3;4;603;586;17;6;Terjual;4;4
1019;26/10/2021;Bango;4;4;635;621;14;5;Terjual;1;5
1020;27/10/2021;Buavita;4;2;722;715;7;6;Terjual;3;4
1021;28/10/2021;Hellmann's;4;2;743;732;11;7;Terjual;3;1
1022;29/10/2021;Jawara;4;5;400;371;29;5;Terjual;2;1
1023;30/10/2021;Knorr;4;2;416;399;17;6;Terjual;2;4
1024;31/10/2021;Lipton;4;2;560;545;15;8;Terjual;3;4
1025;01/11/2021;Royco;4;4;781;758;23;5;Terjual;4;6
1026;02/11/2021;SariWangi;4;5;445;421;24;6;Terjual;3;5
1027;03/11/2021;TheVegetarianButcher;4;3;572;543;29;6;Terjual;2;1
1028;04/11/2021;Cornetto;5;4;672;659;13;7;Terjual;2;6
1029;05/11/2021;Feast;5;3;630;612;18;6;Terjual;2;2
1030;06/11/2021;Magnum;5;2;549;529;20;7;Terjual;5;6
1031;07/11/2021;Paddle Pop;5;5;673;651;22;8;Terjual;2;2
1032;08/11/2021;Populaire;5;3;417;390;27;6;Terjual;4;2
1033;09/11/2021;Seru;5;4;501;500;1;5;Terjual;3;1
1034;10/11/2021;Viennetta;5;3;750;734;16;6;Terjual;5;3
1035;11/11/2021;Wall's;5;5;755;739;16;7;Terjual;5;6
1036;12/11/2021;Citra;1;4;671;646;25;7;Terjual;3;6
1037;13/11/2021;Clear;1;4;776;748;28;8;Terjual;2;4
1038;14/11/2021;Clean Men;1;3;657;644;13;7;Tidak Terjual;2;6
1039;15/11/2021;Simple;1;2;718;714;4;8;Terjual;1;2
1040;16/11/2021;Zwitsal;1;5;562;533;29;8;Terjual;5;3
1041;17/11/2021;Glow & Lovely;1;4;750;749;1;8;Terjual;2;6
1042;18/11/2021;Love Beauty & Planet;1;5;718;694;24;5;Terjual;5;3
1043;19/11/2021;Pepsodent;1;4;757;754;3;8;Terjual;1;5
1044;20/11/2021;Pond's;1;4;633;613;20;5;Terjual;1;4
1045;21/11/2021;Pond's Men;1;3;407;382;25;6;Terjual;5;2
1046;22/11/2021;Sunsilk;1;2;618;609;9;6;Terjual;1;5
1047;23/11/2021;TRESemme;1;5;684;667;17;5;Terjual;2;3
1048;24/11/2021;Unilever Professional;1;4;508;494;14;6;Terjual;5;6
1049;25/11/2021;Vaseline Men;1;3;625;609;16;8;Terjual;4;6
1050;26/11/2021;St. Ives;2;2;421;394;27;8;Terjual;5;1
1051;27/11/2021;AXE;2;5;423;399;24;7;Terjual;5;6
1052;28/11/2021;Close Up;2;4;447;435;12;8;Terjual;5;3
1053;29/11/2021;Dove;2;3;612;598;14;7;Terjual;2;6
1054;30/11/2021;LUX;2;5;457;447;10;6;Terjual;2;1
1055;01/12/2021;Rexona;2;5;534;509;25;5;Terjual;2;2
1056;02/12/2021;Lifebuoy;2;4;757;745;12;5;Terjual;3;2
1057;03/12/2021;Cif;3;5;578;558;20;5;Terjual;5;5
1058;04/12/2021;Molto;3;4;691;671;20;8;Terjual;5;4
1059;05/12/2021;Rinso;3;5;661;631;30;8;Terjual;3;1
1060;06/12/2021;Sunlight;3;2;605;583;22;7;Terjual;5;3
1061;07/12/2021;Super Pell;3;3;724;718;6;6;Terjual;5;4
1062;08/12/2021;Vixall;3;2;757;729;28;5;Terjual;2;5
1063;09/12/2021;Wipol;3;4;691;669;22;6;Terjual;3;4
1064;10/12/2021;Bango;4;4;583;560;23;8;Terjual;2;3
1065;11/12/2021;Buavita;4;5;796;766;30;8;Terjual;4;1
1066;12/12/2021;Hellmann's;4;5;581;559;22;6;Terjual;1;6
1067;13/12/2021;Jawara;4;3;628;621;7;6;Terjual;2;2
1068;14/12/2021;Knorr;4;5;622;618;4;6;Terjual;4;4
1069;15/12/2021;Lipton;4;4;605;586;19;6;Terjual;1;3
1070;16/12/2021;Royco;4;3;481;463;18;8;Terjual;2;2
1071;17/12/2021;SariWangi;4;4;515;506;9;6;Terjual;1;2
1072;18/12/2021;TheVegetarianButcher;4;4;515;511;4;5;Terjual;1;4
1073;19/12/2021;Cornetto;5;2;569;545;24;6;Terjual;4;1
1074;20/12/2021;Feast;5;2;546;526;20;6;Terjual;4;2
1075;21/12/2021;Magnum;5;5;516;511;5;6;Terjual;5;3
1076;22/12/2021;Paddle Pop;5;2;455;430;25;5;Terjual;1;4
1077;23/12/2021;Populaire;5;4;450;430;20;8;Terjual;2;4
1078;24/12/2021;Seru;5;2;565;550;15;6;Terjual;1;6
1079;25/12/2021;Viennetta;5;3;407;394;13;6;Terjual;2;6
1080;26/12/2021;Wall's;5;4;418;389;29;7;Terjual;5;1
1081;01/01/2022;Citra;1;3;409;400;9;7;Terjual;5;4
1082;02/01/2022;Clear;1;2;713;705;8;5;Terjual;5;1
1083;03/01/2022;Clean Men;1;3;442;425;17;6;Terjual;3;5
1084;04/01/2022;Simple;1;3;692;675;17;7;Tidak Terjual;2;5
1085;05/01/2022;Zwitsal;1;3;631;601;30;5;Tidak Terjual;3;5
1086;06/01/2022;Glow & Lovely;1;5;509;487;22;5;Terjual;1;6
1087;07/01/2022;Love Beauty & Planet;1;5;700;686;14;6;Terjual;1;1
1088;08/01/2022;Pepsodent;1;4;401;374;27;5;Terjual;3;3
1089;09/01/2022;Pond's;1;3;660;635;25;5;Terjual;1;3
1090;10/01/2022;Pond's Men;1;2;481;478;3;5;Terjual;3;3
1091;11/01/2022;Sunsilk;1;2;580;558;22;8;Terjual;1;5
1092;12/01/2022;TRESemme;1;2;560;545;15;5;Terjual;5;3
1093;13/01/2022;Unilever Professional;1;4;795;779;16;6;Terjual;1;1
1094;14/01/2022;Vaseline Men;1;3;494;476;18;7;Terjual;3;5
1095;15/01/2022;St. Ives;2;4;436;409;27;8;Tidak Terjual;1;2
1096;16/01/2022;AXE;2;5;584;555;29;7;Terjual;5;5
1097;17/01/2022;Close Up;2;2;687;675;12;5;Terjual;5;2
1098;18/01/2022;Dove;2;4;712;710;2;7;Terjual;3;4
1099;19/01/2022;LUX;2;4;604;587;17;5;Terjual;4;4
1100;20/01/2022;Rexona;2;3;576;552;24;5;Terjual;5;1
1101;21/01/2022;Lifebuoy;2;4;723;703;20;6;Terjual;4;3
1102;22/01/2022;Cif;3;2;639;636;3;6;Terjual;3;1
1103;23/01/2022;Molto;3;3;793;770;23;5;Terjual;4;3
1104;24/01/2022;Rinso;3;5;570;551;19;8;Terjual;4;1
1105;25/01/2022;Sunlight;3;3;691;676;15;5;Terjual;2;5
1106;26/01/2022;Super Pell;3;4;504;475;29;5;Terjual;5;3
1107;27/01/2022;Vixall;3;5;725;700;25;6;Terjual;3;1
1108;28/01/2022;Wipol;3;3;440;421;19;6;Terjual;2;4
1109;29/01/2022;Bango;4;3;527;505;22;5;Terjual;2;2
1110;30/01/2022;Buavita;4;4;782;757;25;8;Terjual;2;1
1111;31/01/2022;Hellmann's;4;2;540;519;21;7;Terjual;2;1
1112;01/02/2022;Jawara;4;3;507;503;4;7;Terjual;4;1
1113;02/02/2022;Knorr;4;2;547;536;11;7;Terjual;2;6
1114;03/02/2022;Lipton;4;5;494;465;29;7;Terjual;2;2
1115;04/02/2022;Royco;4;3;543;531;12;5;Tidak Terjual;3;3
1116;05/02/2022;SariWangi;4;4;741;727;14;8;Terjual;1;1
1117;06/02/2022;TheVegetarianButcher;4;3;749;738;11;6;Terjual;3;1
1118;07/02/2022;Cornetto;5;2;677;666;11;8;Terjual;4;6
1119;08/02/2022;Feast;5;2;577;554;23;7;Terjual;3;2
1120;09/02/2022;Magnum;5;4;514;509;5;7;Terjual;2;3
1121;10/02/2022;Paddle Pop;5;4;520;516;4;5;Terjual;3;6
1122;11/02/2022;Populaire;5;3;596;573;23;6;Terjual;3;6
1123;12/02/2022;Seru;5;3;594;591;3;5;Terjual;3;3
1124;13/02/2022;Viennetta;5;3;496;469;27;8;Terjual;2;1
1125;14/02/2022;Wall's;5;2;642;636;6;6;Terjual;5;6
1126;15/02/2022;Citra;1;5;621;594;27;5;Terjual;3;1
1127;16/02/2022;Clear;1;2;592;566;26;5;Terjual;1;4
1128;17/02/2022;Clean Men;1;3;568;560;8;5;Terjual;3;6
1129;18/02/2022;Simple;1;2;527;516;11;6;Terjual;5;1
1130;19/02/2022;Zwitsal;1;5;462;455;7;6;Terjual;1;3
1131;20/02/2022;Glow & Lovely;1;4;612;595;17;5;Tidak Terjual;4;3
1132;21/02/2022;Love Beauty & Planet;1;2;421;391;30;7;Terjual;3;5
1133;22/02/2022;Pepsodent;1;5;502;483;19;8;Terjual;5;5
1134;23/02/2022;Pond's;1;4;668;663;5;7;Terjual;3;4
1135;24/02/2022;Pond's Men;1;5;700;691;9;5;Terjual;2;1
1136;25/02/2022;Sunsilk;1;5;610;605;5;8;Terjual;4;3
1137;26/02/2022;TRESemme;1;2;724;694;30;7;Terjual;5;3
1138;27/02/2022;Unilever Professional;1;3;578;568;10;5;Terjual;4;4
1139;28/02/2022;Vaseline Men;1;3;422;413;9;6;Terjual;2;6
1140;01/03/2022;St. Ives;2;2;590;577;13;6;Terjual;1;4
1141;02/03/2022;AXE;2;5;460;438;22;6;Terjual;3;4
1142;03/03/2022;Close Up;2;2;721;702;19;7;Terjual;3;5
1143;04/03/2022;Dove;2;2;641;616;25;8;Terjual;4;3
1144;05/03/2022;LUX;2;5;401;383;18;6;Terjual;3;3
1145;06/03/2022;Rexona;2;5;617;609;8;5;Terjual;5;3
1146;07/03/2022;Lifebuoy;2;4;536;518;18;5;Terjual;4;3
1147;08/03/2022;Cif;3;4;485;476;9;8;Terjual;1;2
1148;09/03/2022;Molto;3;5;675;663;12;7;Terjual;3;5
1149;10/03/2022;Rinso;3;2;598;572;26;5;Terjual;3;6
1150;11/03/2022;Sunlight;3;2;631;615;16;7;Terjual;4;6
1151;12/03/2022;Super Pell;3;5;633;631;2;5;Terjual;3;2
1152;13/03/2022;Vixall;3;2;551;528;23;7;Terjual;4;4
1153;14/03/2022;Wipol;3;2;533;503;30;5;Terjual;5;3
1154;15/03/2022;Bango;4;3;725;697;28;7;Terjual;4;6
